Label,CCR4,CD11b,CD11c,CD14,CD15,CD16,CD163,CD19,CD20,CD27,CD3,CD31,CD4,CD45RA,CD45RO,CD56,CD68,CD7,CD8a,CD90,CXCR5,FOXP3,GranzymeB,HLADR,ICOS,IDO,Ki67,LAG3,OX40,PD1,SMA,SPARC,TCRgd,TIGIT,TIM3,Tbet,VISTA,Vimentin,clcaspase
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5472051705038092,0.5939214000776203,0.0,0.0,0.0,1.0180061792276116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28059995278296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.544170000667037,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.1983795315027237,0.0,0.0,0.0,0.0,0.14042742550373077,0.9271834045648575,0.6013191988270855,0.0,2.401177081578206,0.0,0.0,0.0,0.0,0.0,0.7710048258304596,0.0,0.0,0.0,0.0,0.34309884905815125,0.0,0.0,0.0,0.0,1.7437565701427142,0.0,2.2081436155548277,0.0,0.9729835102048549,0.0,0.0,0.0,0.1446305527003157,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6639567613601685,1.2665647268295288,0.0,0.0,0.0,0.0,4.450301547803508,0.0,0.0,0.0,0.0,0.0,0.0,0.7255668139405763,0.0,0.0,1.6131455965645043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21721096336841583,0.4100876450538635,0.0,0.0,0.0,0.0,0.2874588668346405,0.0,0.0,0.0,0.0,0.0,0.0,0.41914892196655273,0.0,0.0,0.152605339884758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635194368131438,1.881255092944087,0.0,0.2034279246861787,0.0,1.0659367223589307,0.0,0.0,1.8405616097555508,0.0,0.0,0.0,0.0,0.0,0.35409197211265564,0.0,0.0,0.0,0.0,0.0,0.0,0.2403923509826838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.7129585146903992,0.0,0.0,0.0,4.1539777524610795,1.5574372857809067,0.6271509411220859,0.0,0.0,0.0,0.6747040152549744,0.0,0.0,0.0,0.0,0.3046943806736368,0.0,4.705515439743005,0.0,0.0,2.1037217527627945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2752903997898102,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.4174327325781604,0.4337832447057194,0.0,0.0,0.1663665314837261,0.2570430636405945,0.15514181554317474,0.0,0.0,0.0,0.0,0.8135014325380325,0.0,0.0,3.742919136253405,0.0,0.0,0.0,0.0,0.0,0.0,1.3888851180672646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43243816070284036,0.0,0.909449369313996,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,15.868024128834463,8.598095825063766,0.0,0.0,1.6561928252092313,6.093191526739625,8.108488935119098,3.4947621833745672,0.172741559284606,0.0,0.6129717925422158,2.985050182355851,1.795968757357121,0.0,3.422710486086969,6.87743823481177,17.60481905457507,0.0,1.885872021317482,0.0,3.048207068893358,8.882439091523867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8074078065450045,0.0
9,0.0,0.0,0.0,0.3699693737991573,0.0,0.0,0.0,2.853850156068802,0.735918790102005,2.1968760174869155,1.6490340381860733,0.0,0.396467387676239,2.161381721496582,4.0752495879217445,0.0,0.0,0.0204768907460788,9.844203473052012,0.5558842745809832,0.22420690953731537,0.0,0.0,3.213614991861272,0.0,0.0,0.0,0.0,0.8457127643348618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.446931176029177,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,2.5737032592314124,1.4734344333410263,8.556100483399323,1.7779169007070126,0.0,0.0,0.0,6.006014071014361,0.0,0.0,0.0,0.0,0.0291721902089044,0.0,0.6378779411315918,0.0,0.0,1.5396883711218834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8871559922922259,0.0
