FOV,Label,Area,Perimeter,Convex_Area,Solidity,BoundingBox_Area,Extent,Orientation,Eccentricity,Equivalent_Diameter,Major_Axis_Length,Minor_Axis_Length,Major_Minor_Axis_Ratio,Circularity,Form_Factor,Euler_Number,Centroid_Row,Centroid_Col,Nucleus_Area,Nucleus_Eccentricity,NC_Area_Ratio,Nucleus_Centroid_Row,Nucleus_Centroid_Col,Centroid_Deviation,Mean_DNA1_Intensity,Integrated_DNA1_Intensity,Mean_DNA2_Intensity,Integrated_DNA2_Intensity,Mean_HistoneH3_Intensity,Integrated_HistoneH3_Intensity
Tonsil1_1,12,25.0,16.242640687119284,26.0,0.9615384615384616,30.0,0.8333333333333334,-1.4340471772294854,0.6249128029922598,5.641895835477563,6.423350760437065,5.01467496537837,1.2809106880873198,1.1907938922533645,0.8397758894342989,1,1.64,218.4,25.0,0.6249128029922598,1.0,1.64,218.4,0.0,0.5819722414016724,14.549306035041809,0.5975692272186279,14.939230680465698,0.6170921325683594,15.427303314208984
Tonsil1_1,13,17.0,13.414213562373096,17.0,1.0,18.0,0.9444444444444444,-1.4956106127913293,0.8757267355038014,4.652426491681278,6.585670706008097,3.1796084995103278,2.0712206257538677,1.1872122054039382,0.8423093996576282,1,0.9411764705882353,224.35294117647058,17.0,0.8757267355038014,1.0,0.9411764705882353,224.35294117647058,0.0,0.5173264145851135,8.79454904794693,0.48246410489082336,8.201889783143997,0.5020267367362976,8.53445452451706
Tonsil1_1,14,44.0,25.071067811865476,46.0,0.9565217391304348,55.0,0.8,-1.4730699888823446,0.872701491188895,7.48482063701911,10.775263279465191,5.261066928404463,2.04811370509081,0.8796641183472415,1.1367975334481664,1,1.8863636363636365,255.47727272727272,27.0,0.7691518796852113,0.6136363636363636,1.5185185185185186,256.77777777777777,1.351526328678667,0.6008845567703247,16.223883032798767,0.6021705269813538,16.25860422849655,0.08549856394529343,2.3084612265229225
Tonsil1_1,15,26.0,18.035533905932738,28.0,0.9285714285714286,32.0,0.8125,-1.5494135492199117,0.8497724209347992,5.753627391751592,8.024958424647796,4.230354627077977,1.8969942551106775,1.0044427894558938,0.9955768616166776,1,1.2692307692307692,281.2307692307692,22.0,0.8193241444827273,0.8461538461538461,1.1363636363636365,281.6818181818182,0.47021147501810284,0.4301242530345917,9.462733566761017,0.43320319056510925,9.530470192432404,0.3024141192436218,6.65311062335968
Tonsil1_1,16,24.0,17.071067811865476,25.0,0.96,35.0,0.6857142857142857,1.5267523672501435,0.7698707582482208,5.527906391541368,7.151370261380534,4.564003243520356,1.5669073573805048,1.0349032021490827,0.9662739451606657,1,1.3333333333333333,333.125,24.0,0.7698707582482208,1.0,1.3333333333333333,333.125,0.0,0.5206128358840942,12.494708061218262,0.5597901940345764,13.434964656829834,0.49441203474998474,11.865888833999634
Tonsil1_1,17,45.0,31.65685424949238,54.0,0.8333333333333334,56.0,0.8035714285714286,-1.5226653004959243,0.9677218793261851,7.569397566060481,15.9166983988216,4.011335294684543,3.967930185221106,0.5642698742545476,1.7722016461025714,1,1.2666666666666666,367.4222222222222,45.0,0.9677218793261851,1.0,1.2666666666666666,367.4222222222222,0.0,0.5540093779563904,24.930422008037567,0.5827391147613525,26.223260164260864,0.31920796632766724,14.364358484745026
Tonsil1_1,18,46.0,27.65685424949238,50.0,0.92,60.0,0.7666666666666667,-1.5350588405555925,0.9396454087103481,7.653039857325812,13.222843190347843,4.524193544294003,2.9226961801898903,0.755722119161195,1.3232377015905508,1,1.4565217391304348,390.32608695652175,46.0,0.9396454087103481,1.0,1.4565217391304348,390.32608695652175,0.0,0.5485021471977234,25.231098771095276,0.5655083656311035,26.01338481903076,0.3274672329425812,15.063492715358734
Tonsil1_1,19,31.0,20.035533905932738,35.0,0.8857142857142857,42.0,0.7380952380952381,0.2140231096870196,0.6885000181340075,6.282549314314218,7.574185099490031,5.493074155614452,1.3788608864397875,0.9704422987342262,1.0304579688089923,1,2.6774193548387095,49.193548387096776,30.0,0.6757972965810544,0.967741935483871,2.7666666666666666,49.266666666666666,0.1153748910109006,0.5231658220291138,15.694974660873413,0.5315980315208435,15.947940945625305,0.39876434206962585,11.962930262088776
Tonsil1_1,20,33.0,19.65685424949238,34.0,0.9705882352941176,40.0,0.825,1.5325606215401013,0.79646195156421,6.4820448144285745,8.422695091266608,5.093108098133979,1.6537436333527906,1.0732373269149738,0.931760361778047,1,1.6363636363636365,152.54545454545453,22.0,0.40002840804885736,0.6666666666666666,1.5909090909090908,153.72727272727272,1.182691984659795,0.3450421094894409,7.5909264087677,0.31982094049453735,7.036060690879822,0.1442125290632248,3.1726756393909454
Tonsil1_1,21,38.0,21.65685424949238,40.0,0.95,49.0,0.7755102040816326,-1.0073915400243536,0.6629956846378835,6.955796338302048,8.225777861263156,6.158008290980046,1.335785447595431,1.0181287778766266,0.9821940227301744,1,2.3157894736842106,211.6578947368421,37.0,0.6338024680744174,0.9736842105263158,2.27027027027027,211.72972972972974,0.08504271916281632,0.5141255259513855,19.022644460201263,0.522524356842041,19.333401203155518,0.5616937279701233,20.78266793489456
Tonsil1_1,22,38.0,22.621320343559645,41.0,0.926829268292683,45.0,0.8444444444444444,-1.539039531493713,0.7636653613051458,6.955796338302048,8.889717242443348,5.739310616456955,1.5489172544439198,0.9331631078893914,1.071624018936817,1,1.868421052631579,357.10526315789474,36.0,0.7885909462984447,0.9473684210526315,1.75,356.97222222222223,0.17811074159350548,0.5524494647979736,19.88818073272705,0.5773553848266602,20.784793853759766,0.45707786083221436,16.454802989959717
Tonsil1_1,23,37.0,21.414213562373096,38.0,0.9736842105263158,40.0,0.925,1.4541160287223729,0.7563796464093078,6.863662517577698,8.614275840884163,5.6348811031062676,1.528741367077911,1.0139284962758566,0.986262841682608,1,1.9189189189189189,418.7837837837838,37.0,0.7563796464093078,1.0,1.9189189189189189,418.7837837837838,0.0,0.7820717692375183,28.936655461788177,0.7675905227661133,28.40084934234619,0.5010525584220886,18.53894466161728
Tonsil1_1,24,38.0,22.27817459305202,41.0,0.926829268292683,54.0,0.7037037037037037,1.326966096905434,0.653946014631458,6.955796338302048,8.307283329100978,6.284802222894506,1.3218050520092586,0.9621311027839017,1.0393593940644115,1,2.0526315789473686,439.2894736842105,36.0,0.6818052815976194,0.9473684210526315,2.138888888888889,439.1111111111111,0.19812503880377816,0.7839077711105347,28.220679759979248,0.790244996547699,28.448819875717163,0.5313057899475098,19.12700843811035
Tonsil1_1,25,44.0,22.242640687119284,45.0,0.9777777777777777,48.0,0.9166666666666666,1.5514121046883096,0.6712598978170815,7.48482063701911,8.701453726757258,6.449709499495237,1.3491233562439124,1.1176088909859734,0.8947673985644325,1,2.3863636363636362,36.36363636363637,38.0,0.539246728921121,0.8636363636363636,2.3684210526315788,36.86842105263158,0.505103473117121,0.6839472055435181,25.989993810653687,0.6599291563034058,25.07730793952942,0.4521457850933075,17.181539833545685
Tonsil1_1,26,40.0,21.65685424949238,42.0,0.9523809523809523,48.0,0.8333333333333334,-1.3983010475513846,0.7145590672263212,7.136496464611085,8.62313954598859,6.032533826710607,1.4294390704959505,1.071714503028028,0.9330843215936656,1,2.175,55.15,40.0,0.7145590672263212,1.0,2.175,55.15,0.0,0.6997615694999695,27.99046277999878,0.6962998509407043,27.851994037628174,0.5428416132926941,21.713664531707764
Tonsil1_1,27,46.0,23.692388155425117,47.0,0.9787234042553191,60.0,0.7666666666666667,1.3494879509255984,0.7627335859153105,7.653039857325812,9.579511202663682,6.195192743826772,1.546281382804309,1.0297931945632968,0.9710687595134758,1,2.3043478260869565,63.65217391304348,46.0,0.7627335859153105,1.0,2.3043478260869565,63.65217391304348,0.0,0.6222586631774902,28.62389850616455,0.634468138217926,29.185534358024597,0.4871063530445099,22.406892240047455
Tonsil1_1,28,57.0,27.692388155425117,60.0,0.95,77.0,0.7402597402597403,-1.4572656675349314,0.7289778563205134,8.51907589177983,10.542660596107016,7.216844187511754,1.4608408221352978,0.9340366101207089,1.070621846258003,1,2.491228070175439,305.63157894736844,43.0,0.6186211022153484,0.7543859649122807,2.2093023255813953,306.6046511627907,1.0130901548685793,0.44961458444595337,19.333427131175995,0.4751824736595154,20.43284636735916,0.12452178448438644,5.354436732828617
Tonsil1_1,29,43.0,22.242640687119284,44.0,0.9772727272727273,48.0,0.8958333333333334,1.4743423159197453,0.6273158666322592,7.399277020331919,8.4328512709329,6.567208760804126,1.284084544603442,1.0922086889181104,0.9155759427170937,1,2.441860465116279,204.88372093023256,43.0,0.6273158666322592,1.0,2.441860465116279,204.88372093023256,0.0,0.3249140679836273,13.971304923295975,0.3190259039402008,13.718113869428635,0.3093813955783844,13.30340000987053
Tonsil1_1,30,56.0,27.14213562373095,60.0,0.9333333333333333,90.0,0.6222222222222222,0.6333288881919136,0.7293550250067816,8.444016491289505,10.465702401884243,7.159957514017893,1.461698953016733,0.9552341901921952,1.0468637013492972,1,3.4642857142857144,350.14285714285717,56.0,0.7293550250067816,1.0,3.4642857142857144,350.14285714285717,0.0,0.5405811071395874,30.272541999816895,0.5575684905052185,31.223835468292236,0.4979812204837799,27.886948347091675
Tonsil1_1,31,28.0,18.035533905932738,29.0,0.9655172413793104,36.0,0.7777777777777778,0.9908994779790893,0.678619929739544,5.970821321441846,7.104067500937953,5.217863786372504,1.361489642464728,1.0817076194140394,0.9244642286440579,1,1.9285714285714286,405.82142857142856,28.0,0.678619929739544,1.0,1.9285714285714286,405.82142857142856,0.0,0.5070980787277222,14.19874620437622,0.5446338653564453,15.249748229980469,0.3419067859649658,9.573390007019043
Tonsil1_1,32,44.0,22.242640687119284,45.0,0.9777777777777777,49.0,0.8979591836734694,-0.9510964421296079,0.4517521738597839,7.48482063701911,7.9828386623186445,7.121837395161885,1.1208959457206462,1.1176088909859734,0.8947673985644325,1,2.6818181818181817,425.8636363636364,44.0,0.4517521738597839,1.0,2.6818181818181817,425.8636363636364,0.0,0.6530535817146301,28.734357595443726,0.6701119542121887,29.484925985336304,0.28444182872772217,12.515440464019775
Tonsil1_1,33,33.0,20.86396103067893,39.0,0.8461538461538461,49.0,0.673469387755102,0.9878440565399899,0.7170672676441662,6.4820448144285745,7.944053317350732,5.537036697107943,1.4347120584373227,0.9526432138903931,1.0497109362866417,1,2.878787878787879,43.93939393939394,31.0,0.68584710619981,0.9393939393939394,3.032258064516129,44.064516129032256,0.19801176795168246,0.5245970487594604,16.262508511543274,0.5515034794807434,17.096607863903046,0.4347269535064697,13.476535558700562
Tonsil1_1,34,52.0,24.48528137423857,54.0,0.9629629629629629,64.0,0.8125,-1.0428281851571415,0.27931342778145524,8.136857890256438,8.380742195459337,8.047188521060265,1.0414497154535562,1.089941049746501,0.9174808125931034,1,2.980769230769231,237.25,49.0,0.2938485437071907,0.9423076923076923,3.163265306122449,237.22448979591837,0.1842704209351403,0.42859309911727905,21.001061856746674,0.4413219094276428,21.6247735619545,0.24753251671791077,12.129093319177628
Tonsil1_1,35,45.0,22.727922061357855,46.0,0.9782608695652174,63.0,0.7142857142857143,-0.9981343334000717,0.7016607788241865,7.569397566060481,8.97142338592678,6.3922392730774105,1.4034867911957363,1.0947196532163326,0.9134758813016262,1,2.911111111111111,287.31111111111113,42.0,0.6557078712885364,0.9333333333333333,2.9761904761904763,287.04761904761904,0.2714100058628187,0.39643824100494385,16.65040612220764,0.40308552980422974,16.92959225177765,0.08701939135789871,3.654814437031746
Tonsil1_1,36,65.0,27.65685424949238,66.0,0.9848484848484849,72.0,0.9027777777777778,-1.473859666708359,0.4439553815293655,9.09728368293446,9.70278270721432,8.69416770687574,1.116010529626766,1.0678682118582103,0.9364451426640821,1,3.1846153846153844,320.9384615384615,59.0,0.44540831020829,0.9076923076923077,3.0508474576271185,320.59322033898303,0.37025038029431817,0.655794620513916,38.691882610321045,0.6777353286743164,39.98638439178467,0.4402071535587311,25.972222059965134
Tonsil1_1,37,49.0,23.656854249492383,51.0,0.9607843137254902,56.0,0.875,-0.16938296455474322,0.484816741658869,7.898654169668588,8.46536087297393,7.4039380305264855,1.1433592283013703,1.1002514654520037,0.9088831339017408,1,3.2857142857142856,230.18367346938774,44.0,0.6653460801697811,0.8979591836734694,3.2954545454545454,230.52272727272728,0.33919368245710935,0.3868970572948456,17.023470520973206,0.4027538597583771,17.72116982936859,0.3292447328567505,14.486768245697021
Tonsil1_1,38,47.0,23.899494936611667,50.0,0.94,63.0,0.746031746031746,-0.5372350149107755,0.7144014049933946,7.735777827895049,9.28699392428166,6.498445061268204,1.4291101696979271,1.034023182419364,0.9670963059650578,1,3.425531914893617,313.0425531914894,47.0,0.7144014049933946,1.0,3.425531914893617,313.0425531914894,0.0,0.733591616153717,34.4788059592247,0.7467156052589417,35.09563344717026,0.5654132962226868,26.574424922466278
Tonsil1_1,39,90.0,37.10660171779821,102.0,0.8823529411764706,117.0,0.7692307692307693,1.5400178830549682,0.7638001412532213,10.704744696916627,13.574670631239643,8.761809453970164,1.5492999137396977,0.8213911284685801,1.217446798901301,1,3.8,379.4222222222222,89.0,0.7121029611377706,0.9888888888888889,3.6179775280898876,379.7415730337079,0.3675828084620102,0.3661530315876007,32.58761981129646,0.3744409680366516,33.32524615526199,0.01015566848218441,0.9038544949144125
Tonsil1_1,40,46.0,25.31370849898476,55.0,0.8363636363636363,72.0,0.6388888888888888,1.1350341963839505,0.6852962188138333,7.653039857325812,9.196400829864261,6.69741168718654,1.3731275990482676,0.9021030400678829,1.1085208181149133,1,3.5652173913043477,89.93478260869566,47.0,0.6579727238865513,1.0217391304347827,3.4893617021276597,89.93617021276596,0.0758683796157939,0.7194070816040039,33.812132835388184,0.7236385941505432,34.01101392507553,0.6212636828422546,29.199393093585968
Tonsil1_1,41,71.0,32.31370849898476,80.0,0.8875,110.0,0.6454545454545455,-0.4923766602840569,0.8376728387100445,9.507891862878783,13.049651374512,7.1273585115969995,1.830923946547487,0.854465646874749,1.1703220646231363,1,4.690140845070423,134.73239436619718,65.0,0.8683801684024292,0.9154929577464789,4.969230769230769,134.7846153846154,0.2839334790623726,0.5407448410987854,35.14841467142105,0.5284700393676758,34.350552558898926,0.34274017810821533,22.278111577033997
Tonsil1_1,42,115.0,42.970562748477136,124.0,0.9274193548387096,165.0,0.696969696969697,1.0945915312646257,0.764889467241993,12.100518486599809,15.451271196921152,9.953114808522676,1.5524056030872369,0.7826464537868032,1.277716132439546,1,4.208695652173913,172.7913043478261,115.0,0.764889467241993,1.0,4.208695652173913,172.7913043478261,0.0,0.49678337574005127,57.130088210105896,0.521180272102356,59.935731291770935,0.5420975685119629,62.34122037887573
Tonsil1_1,43,49.0,25.485281374238568,55.0,0.8909090909090909,70.0,0.7,0.22467991019552883,0.7514377772924348,7.898654169668588,9.949944598836993,6.565012857338325,1.5156016926478697,0.9480409097257385,1.054806801838639,1,3.836734693877551,340.8979591836735,48.0,0.7765996141716541,0.9795918367346939,3.875,340.8333333333333,0.0751048213155178,0.6051506400108337,29.04723072052002,0.6335440278053284,30.41011333465576,0.5129716396331787,24.622638702392578
Tonsil1_1,44,99.0,37.55634918610404,110.0,0.9,154.0,0.6428571428571429,-1.0541561910440853,0.5065072731791581,11.227230955528665,12.444042752494873,10.729697768209425,1.1597757011725727,0.8820197745588774,1.1337614289885143,1,4.343434343434343,21.575757575757574,59.0,0.571906958417195,0.5959595959595959,4.762711864406779,20.406779661016948,1.2418949250013602,0.3621569573879242,21.367260485887527,0.3757248520851135,22.167766273021698,0.026710132136940956,1.5758977960795164
Tonsil1_1,45,40.0,22.727922061357855,45.0,0.8888888888888888,64.0,0.625,-0.7599828730368441,0.7096144319171459,7.136496464611085,8.662817320793518,6.103736238285515,1.4192646901181998,0.9730841361922956,1.0276603664643293,1,4.675,98.525,40.0,0.7096144319171459,1.0,4.675,98.525,0.0,0.5369380116462708,21.47752046585083,0.5495638847351074,21.982555389404297,0.4692029356956482,18.768117427825928
Tonsil1_1,46,42.0,23.071067811865476,45.0,0.9333333333333333,54.0,0.7777777777777778,-0.18012141351119035,0.7960357789729922,7.312732791431452,9.541473360618008,5.774972621957081,1.6522110121077072,0.991570877510774,1.0085007765762406,1,4.738095238095238,110.11904761904762,42.0,0.7960357789729922,1.0,4.738095238095238,110.11904761904762,0.0,0.3443434238433838,14.46242380142212,0.3509206175804138,14.73866593837738,0.022222105413675308,0.933328427374363
Tonsil1_1,47,63.0,28.727922061357855,69.0,0.9130434782608695,88.0,0.7159090909090909,-0.11438514129289687,0.6822727434588426,8.95623198216277,10.642523107172135,7.7807245777225305,1.3678061729165167,0.9592724806193834,1.042456674410507,1,4.587301587301587,272.8253968253968,56.0,0.7005398075401504,0.8888888888888888,4.910714285714286,272.73214285714283,0.3365888828967716,0.4242207407951355,23.756361484527588,0.46859464049339294,26.241299867630005,0.30262163281440735,16.94681143760681
Tonsil1_1,48,25.0,15.621320343559642,27.0,0.9259259259259259,35.0,0.7142857142857143,-0.2676217815279542,0.6220950917842168,5.641895835477563,6.620868254524508,5.183753809376907,1.2772343166737588,1.2874026410375992,0.776757766470043,1,4.88,336.08,25.0,0.6220950917842168,1.0,4.88,336.08,0.0,0.7081568837165833,17.70392209291458,0.7139440178871155,17.848600447177887,0.5140401124954224,12.851002812385559
Tonsil1_1,49,50.0,25.31370849898476,53.0,0.9433962264150944,72.0,0.6944444444444444,0.6549746314565522,0.8390866522472429,7.978845608028654,10.828908910761674,5.890902460780216,1.8382427790745406,0.9805467826824815,1.0198391526657202,1,3.84,433.58,49.0,0.8497386030699725,0.98,3.795918367346939,433.61224489795916,0.05461614945926663,0.5769315361976624,28.269645273685455,0.551763117313385,27.036392748355865,0.1264881193637848,6.197917848825455
Tonsil1_1,50,47.0,23.071067811865476,49.0,0.9591836734693877,56.0,0.8392857142857143,-0.5036526468001234,0.6214967180362246,7.735777827895049,8.740270688619265,6.847274598071612,1.2764597889911957,1.10961502959539,0.9012134599191938,1,5.319148936170213,128.04255319148936,46.0,0.579630584320121,0.9787234042553191,5.391304347826087,127.97826086956522,0.09664318956670585,0.4151948094367981,19.098961234092712,0.43380114436149597,19.954852640628815,0.40155431628227234,18.471498548984528
Tonsil1_1,51,78.0,33.31370849898476,83.0,0.9397590361445783,108.0,0.7222222222222222,-1.0249124071643263,0.8250762949495932,9.965574970333758,13.381072601358637,7.560591487273478,1.769844677348671,0.8831988688829147,1.1322478268850338,1,4.833333333333333,142.7948717948718,60.0,0.7252620574278845,0.7692307692307693,5.633333333333334,141.9,1.2003314247561212,0.5414978861808777,32.48987317085266,0.5733970999717712,34.403825998306274,0.45942261815071106,27.565357089042664
Tonsil1_1,52,38.0,20.242640687119284,39.0,0.9743589743589743,42.0,0.9047619047619048,-0.33758739083786327,0.52938802169953,6.955796338302048,7.545218155161858,6.401210835891218,1.1787173315486277,1.1653573724154513,0.8581058683546036,1,5.842105263157895,104.52631578947368,38.0,0.52938802169953,1.0,5.842105263157895,104.52631578947368,0.0,0.515995979309082,19.607847213745117,0.5258609652519226,19.98271667957306,0.457049161195755,17.36786812543869
Tonsil1_1,53,45.0,23.556349186104047,48.0,0.9375,72.0,0.625,1.0241071258936147,0.44993323323637807,7.569397566060481,8.118830701973243,7.2506207743160545,1.119742840603753,1.0190756179418243,0.9812814499670295,1,5.333333333333333,158.2888888888889,37.0,0.6568704317256562,0.8222222222222222,5.405405405405405,158.67567567567568,0.39344428068737824,0.4536471962928772,16.784946262836456,0.4704146385192871,17.405341625213623,0.3071277439594269,11.363726526498795
Tonsil1_1,54,46.0,24.242640687119284,48.0,0.9583333333333334,54.0,0.8518518518518519,-0.27837400456271777,0.825067373656932,7.653039857325812,10.212878431922066,5.77062723709046,1.7698038726672944,0.9835758264463794,1.0166984314904937,1,6.108695652173913,181.58695652173913,45.0,0.8219617223162681,0.9782608695652174,6.2,181.6,0.09223131928520188,0.5032958388328552,22.648312747478485,0.5157570838928223,23.209068775177002,0.5180543065071106,23.312443792819977
Tonsil1_1,55,51.0,27.106601717798213,56.0,0.9107142857142857,81.0,0.6296296296296297,0.8793764832625717,0.7889868142348245,8.058239062071396,10.568619245497965,6.493466716952261,1.6275773336770711,0.8722277322006311,1.1464895727139968,1,4.568627450980392,329.03921568627453,41.0,0.6811539608000041,0.803921568627451,5.195121951219512,329.6341463414634,0.8639663438545102,0.5445775985717773,22.32768154144287,0.5569535493850708,22.835095524787903,0.29337236285209656,12.028266876935959
Tonsil1_1,56,60.0,30.520815280171306,69.0,0.8695652173913043,91.0,0.6593406593406593,-1.5619119929522312,0.8701810939356808,8.740387444736633,12.592260814788713,6.204610366055145,2.0295006570726533,0.8094105365556228,1.2354669908986042,1,5.4,367.4166666666667,56.0,0.8378559374565049,0.9333333333333333,5.375,367.23214285714283,0.1862096567882427,0.5991856455802917,33.55439615249634,0.6005797386169434,33.63246536254883,0.45419391989707947,25.43485951423645
Tonsil1_1,57,65.0,28.485281374238568,68.0,0.9558823529411765,80.0,0.8125,0.19422613080667672,0.7104104530047272,9.09728368293446,10.871736091087465,7.651393069514061,1.4208832290167426,1.0066585654693763,0.9933854777600074,1,4.369230769230769,412.04615384615386,64.0,0.7300667537509464,0.9846153846153847,4.359375,411.984375,0.06256006728922259,0.7219628691673279,46.205623626708984,0.7427606582641602,47.53668212890625,0.5262864828109741,33.682334899902344
Tonsil1_1,58,34.0,19.071067811865476,36.0,0.9444444444444444,42.0,0.8095238095238095,0.1941012398257718,0.6081911548710625,6.579524642479541,7.360101798298756,5.842379634068263,1.2597780800446972,1.1747318946999283,0.8512580653608952,1,6.117647058823529,10.235294117647058,26.0,0.8241446490869536,0.7647058823529411,6.0,10.384615384615385,0.19009910893755733,0.7529299259185791,19.576178073883057,0.7613569498062134,19.795280694961548,0.13650202751159668,3.5490527153015137
Tonsil1_1,59,72.0,29.899494936611667,77.0,0.935064935064935,90.0,0.8,1.2005031431406512,0.5889870593049119,9.574614729634384,10.698417750330648,8.645845693907965,1.2374055851897712,1.0120795646613288,0.9880646096580648,1,5.944444444444445,77.31944444444444,71.0,0.5616925348202815,0.9861111111111112,5.985915492957746,77.38028169014085,0.07362756500603103,0.6146335601806641,43.63898277282715,0.620084285736084,44.02598428726196,0.5074748992919922,36.030717849731445
